NAM 1 Hum BME280,NAM 1 Hum SHT30,NAM 2 Hum BME280,NAM 2 Hum SHT30,NAM 1 Temp BME280,NAM 1 Temp SHT30,NAM 2 Temp BME280,NAM 2 Temp SHT30,Luftdaten 1 PM10,Luftdaten 2 PM10,NAM 1 PM10,NAM 2 PM10,Luftdaten 1 PM2.5,Luftdaten 2 PM2.5,NAM 1 PM2.5,NAM 2 PM2.5,Reference 1 PM10,Reference 2 PM10,Reference 3 PM10,Reference 1 PM2.5,Reference 2 PM2.5,Reference 3 PM2.5
32.31,33.95,34.76,37.53,19.79,19.6,18.9,18.62,2.04,2.17,1.8,2.46,1.19,0.73,0.95,0.79,28.8,6.9,6.9,10.3,2.2,2
33.01,34.94,33.49,36.14,18.95,18.75,18.92,18.63,1.74,1.9,1.67,2.27,1.07,0.66,0.88,0.74,31,8.2,8.6,11.3,2.8,2.7
36.09,38.12,37.15,40.07,17.88,17.57,17.6,17.24,2.17,1.97,2.03,2.71,1.25,0.82,1.04,0.86,33.1,10.6,9.3,12.5,4.4,3.2
39.07,41.33,40.55,43.51,16.87,16.51,16.51,16.13,2.57,3.23,2.93,3.41,1.65,0.96,1.36,1.03,26,12.2,12.8,11.5,5.7,4.6
42.8,45.69,45.83,48.27,15.63,15.09,14.29,13.76,4.01,4.18,3.83,4.46,2.45,1.57,2.07,1.54,24.2,14.6,14.6,12.4,7.8,5.8
47.37,49.61,50.16,53.57,14.26,13.83,13.32,12.89,4.62,5.67,5.39,5.65,2.97,2.09,2.59,2.25,31.6,14,15.6,13.8,8.4,6.8
52.96,58.22,55.32,57.7,12.67,11.99,11.61,11.05,4.88,6.62,5.26,6.05,3.45,2.44,2.93,2.55,35.4,13.6,15.6,16,8.7,7.3
59.96,65.81,62.67,65.57,11.19,11.02,9.83,13.42,5.34,6.34,5.93,7,4.04,2.88,3.42,2.8,35.4,12.6,14.9,16.4,9.1,7.3
64.63,70.17,66.64,60.29,10.31,10.27,9.02,9.39,6.65,8.21,6.77,8.7,4.86,3.41,4.21,3.58,25.6,14.5,17,13.8,9.6,8.1
65.57,67.48,69.08,63.49,11.31,11.48,10.01,14.34,6.29,7.45,6.97,7.79,4.63,3.2,3.99,3.25,27.9,15.6,16,,9.3,7.6
63.97,65.01,66.73,60.97,11.71,11.87,10.91,11.09,5.86,6.3,5.81,6.87,4.18,2.87,3.59,3,41,13.4,15.7,16.2,9.4,7.9
,,68.34,59.76,,,11.4,15.09,6.46,7.09,,6.27,4.48,3.12,,2.94,34.3,12.9,15,14.2,9.2,7.3
,,67.33,61.39,,,12.23,13.79,5.74,6.77,,7.23,4.26,2.98,,3.13,26.1,13.2,17,12.7,8.1,6.8
,,64.56,58.6,,,13.36,14.14,4.66,6.48,,6.53,3.4,2.5,,2.59,28.1,11.3,15.2,12.5,5.6,6.2
,,61.99,61.75,,,14.1,14.12,4.6,5.59,,6.33,3.03,2.49,,2.26,35.5,10,15,14,5.1,5.6
,,61.48,58.85,,,14.42,16.25,3.74,5.32,,5.22,2.62,2.24,,2,28.6,10.1,12.5,12.6,4.9,5.4
,,61.53,61.15,,,14.76,15.47,4.21,5.15,,5.31,2.84,2.2,,2.08,29.7,8.3,12.4,14.4,5.4,6.2
,,66.35,61.96,,,14.05,16.37,8.63,11.52,,11.37,6.71,5.65,,5.81,17.3,6.5,12,13.7,4.9,6.9
,,75.97,65.07,,,13.28,18.82,5.53,6.58,,6.79,4.48,3.6,,3.65,21.4,4.3,9.1,13.5,3.4,5.7
,,71.78,57.02,,,15.86,18.08,4.27,10.17,,7.19,3.64,5.88,,4.33,27.3,5.1,6,13.2,3.4,3.6
,,53.37,51.23,,,19.4,19.8,3.34,3.8,,4.18,2.71,1.75,,1.85,24.2,6.6,7.8,12.9,4.2,4.3
,,48.55,48.63,,,18.98,19.19,3.22,3.7,,3.96,2.6,1.75,,1.78,18.4,7.2,8.4,11.3,4.9,4.4
,,52.38,53.54,,,17.68,17.72,3.13,3.27,,3.6,2.58,1.85,,1.96,25.3,7.3,7.6,13,4.9,3.8
,,47.26,48.88,,,18.46,18.44,2.18,2.66,,2.16,1.82,1.45,,1.35,24.7,8.3,6.1,13,5.2,3.4
,,57,57.72,,,17.03,18.86,3.24,5.2,,5.79,2.52,2.02,,2.25,24,20,7.6,13.6,14.5,4.3
,,62.97,59.75,,,15.74,16.36,3.62,3.31,,3.69,2.94,2.07,,2.11,15.5,9.7,10.2,10.7,6.5,5.5
,,63.92,62.57,,,14.17,16.24,3.92,3.87,,3.92,3.13,2.18,,2.17,16.2,14.9,10.1,11,11.6,6
,,69.86,58.56,,,12.45,17.19,5.28,5.64,,4.5,4.45,2.83,,2.5,15.3,27.8,14.3,10.9,24,7.8
,,72.95,65.63,,,11.4,14.55,7.84,7.22,,5.78,6.76,3.47,,3.62,15.7,49.1,14.2,11.1,43.6,8
,,75.41,58.46,,,11.37,14.95,11.82,12.93,,12.6,10.14,6.43,,6.66,51.1,29.5,11.8,21.2,26.3,7.8
,,77.55,67.82,,,10.1,15.4,37.22,22.49,,20.62,30.44,12.58,,12.69,17.8,22.6,10.3,13.3,19.8,7.8
,,79.19,58.21,,,9.19,12.59,29.98,23.53,,20.45,22.92,12.36,,12.05,16.5,14.7,10,13.3,13.4,7.7
,,80.69,68.94,,,8.37,13.54,24.27,19.3,,17.18,17.98,9.5,,9.73,16.7,13.8,9.8,13.6,12.5,7.9
,,82.47,58.55,,,8.16,12.38,19.93,18.15,,14.99,14.62,8.62,,8.11,22.3,14.4,10.8,17.3,12.8,8.8
,,82.56,69.55,,,7.33,11.92,20.22,17.79,,15.83,14.22,8.25,,8.18,29,16.6,14.1,21.3,14.5,11.3
,,84.21,60.96,,,8.64,15.93,18.79,18.62,,14.16,13.95,8.79,,7.57,23.4,23.6,15.2,18.7,18.3,11.9
,,81.47,58.56,,,11.51,13.35,20.01,20.46,,20.87,14.92,10.53,,12.31,29.8,21,10.9,18.3,15.5,8.7
,,70.33,57.44,,,15.42,17.48,10.07,11.5,,11.52,8.67,6.09,,7.54,36.1,15.6,10.5,17.2,10.6,6.6
,,54.07,49.08,,,19.59,19.83,6.28,7.07,,8.98,5.46,4.34,,5.81,45.6,11.4,10.7,18.2,5.9,5.4
,,41.58,40.37,,,22.86,23.58,5.49,6.74,,6.4,4.59,3.66,,3.99,37.9,9.7,10.8,18.2,5.2,5.3
,,37.89,38.73,,,22.6,22.68,10.49,10.16,,7.87,5.47,6.16,,5.27,39.6,13.5,10.1,17,5.7,4.3
,,34.66,34.11,,,23.53,25.22,4.79,5.21,,7.01,3.97,2.89,,4.19,27.1,12.4,10.7,12.9,5.4,4.2
,,32.34,33.73,,,23.62,24.03,4.07,6.73,,4.45,3.14,3.49,,2.82,27.3,11.4,10.4,11.8,4.6,3.4
,,30.94,32.62,,,23.12,23.22,3.12,4.27,,3.67,2.3,1.93,,1.83,34.5,11.8,10.6,14.1,4.9,3.1
,,33.01,34.73,,,22.62,22.67,4.36,4.79,,3.99,3.32,1.8,,1.77,24.7,12.6,7.4,11.5,4.5,2.6
,,28.64,30.36,,,25.09,25.26,3.13,3.65,,4.27,2.35,1.73,,1.72,22.3,10,7.6,11.6,4,2.5
,,32.57,35.1,,,22.41,22.34,2.99,3.98,,3.66,2.27,1.79,,1.67,21,14.9,7.3,11.5,6.8,2.6
,,36.41,38.91,,,20.57,20.34,5.53,4.67,,5.13,4.35,2.37,,2.64,25.2,23.9,13.3,12.4,9.6,4.1
,,40.66,43.46,,,19.96,19.76,4.25,5.45,,5.53,3.04,2.35,,2.48,24.2,14.8,14,13.8,7.4,5.2
,,44.12,47.32,,,19.35,19.08,4.19,6.19,,6.68,3.21,2.37,,2.62,23.3,16,13.5,14.8,8.8,6.4
,,49.9,53.56,,,17.83,17.45,6.57,9.73,,9.53,4.37,3.52,,3.99,23.1,18.4,13.6,14.5,12.4,7.3
,,55.42,59.54,,,15.99,15.58,6.48,8.7,,9.74,5.01,3.92,,4.51,20.6,15.9,13.6,14.8,11.4,7.8
,,59.98,60.14,,,14.76,16.29,7.84,8.71,,8.95,6.13,4.22,,4.79,18.2,11.1,10.8,14.2,8.1,7.2
,,63.41,61.73,,,14.01,15.77,6.69,7.55,,7.68,5.53,3.77,,4.21,16.7,10.2,9.8,13.4,7.8,6.8
,,64.93,60.97,,,13.86,16.32,6.03,6.85,,7.12,5.12,3.61,,3.76,16.1,9.6,10.8,13.4,7.4,6.8
,,67.17,60.39,,,13.16,16.08,6.19,6.5,,6.58,5.16,3.42,,3.68,15.6,9.1,9.1,13.2,7.2,6.7
,,70.68,61.25,,,12.5,15.68,6.07,6.23,,6.45,5.01,3.35,,3.55,15.1,8.8,8.9,12.8,6.8,6.6
,,70.63,60.98,,,13,15.81,5.24,5.39,,4.76,4.58,3.09,,3.18,15.4,9.3,9.5,12.9,7,7
,,69.87,61.43,,,13.37,16,4.91,5.28,,4.59,4.37,2.96,,3.03,18.8,10.7,12.8,14.9,8,8.4
,,70.59,61.56,,,14.12,16.84,6.82,8.19,,6.65,5.71,3.8,,3.71,21.6,11.7,17.3,17.2,8.9,10.1
,,71.14,62.64,,,15.31,17.62,7.8,8.55,,8.29,6.6,4.51,,4.66,27.1,15.4,17,19,9.8,11
65.94,67.38,69.27,60.53,17.96,18.09,16.95,19.93,8.67,9.66,6.82,9.47,7.53,5.28,5.93,5.31,29.4,25.5,19,20,11.2,11.5
64.95,66.2,66.44,58.22,18.92,19.25,18.87,20.55,8.71,11.75,7.69,10.97,7.74,6.39,6.01,6.65,59.9,16,31.7,29.6,10.4,14.1
54.35,56.91,52.53,51.05,23.52,23.35,24.7,25.48,8.12,8.6,7.24,10.38,6.87,4.51,5.56,6.17,38.2,15.9,,21.4,9.7,
55.6,59.55,55.36,56.21,22.43,21.88,22.41,22.48,8.65,9.57,7.74,10.01,7.27,5.19,5.87,5.66,34,16,18,19.4,9.6,10.2
58.53,62.11,60.63,60.54,22.11,21.91,21.57,22.9,8.59,10.25,8.17,10.29,7.45,5.44,5.91,5.58,38.2,16,20.1,18.3,7.7,7.4
52.9,55.82,54.77,54.42,24.13,23.94,23.37,23.84,6.51,7.85,5.25,7.51,5.45,3.82,4.12,4.14,36.3,16.9,15.9,15.5,7,6.5
49.18,52.24,51.96,54.61,24.29,24.15,23.23,23.27,5.76,6.6,4.83,6.11,4.33,3.26,3.4,3.25,36.4,19.7,18,17.3,6.9,7.1
50.44,53.83,53.48,56.35,23.91,23.68,22.88,22.77,5.6,7.26,5.13,6.28,4.62,3.48,3.7,3.35,32.6,19.8,16.3,16.6,7.6,7.3
52.31,55.43,54.98,58.24,22.67,22.47,22.03,21.8,5.44,7.09,5.73,7.43,4.5,3.41,3.58,3.37,30.1,17.7,18.5,17.1,8,8.2
54.55,58.02,58.37,61.14,22.3,22.03,21.5,21.71,7.17,7.81,6.94,8.22,5.49,3.94,4.32,3.97,22.9,9.3,12.1,17.7,7,8.1
72.75,73.61,79.95,68.05,19.08,19.11,18.55,22.09,8.56,9.14,6.07,6.87,7.38,5.22,4.79,4.05,16.2,8.8,8.7,14.4,7.4,7.5
78.82,77.86,85.84,71.31,18.33,18.58,17.87,21.75,8.38,7.21,5.73,6.05,7.63,4.74,5.1,4.15,15.4,8.6,6.2,14,7.7,5.5
76.27,76.12,82.62,68.99,17.5,17.76,17.1,21.64,5.01,4.39,4.05,3.48,4.55,2.9,3.5,2.61,14.6,7.3,7.6,13,6.4,6.6
78.9,78.03,84.61,67.37,16.98,17.29,16.69,22.14,7.27,6.42,5.58,5.26,6.55,4.14,5.01,3.89,13.7,9.8,9.5,11.8,8.3,8.3
80.73,79.95,86.31,65.3,16.2,16.53,15.98,21.75,7.45,7.98,5.97,6,6.73,4.34,5.23,4,17.4,11.6,9.2,15.5,10.2,8.1
84.94,83.82,90.41,65,15.91,16.24,15.6,21.78,12.32,11.11,9.27,9.1,10.91,6.49,8.25,5.96,20.7,13.2,11.4,18.7,11.5,9.8
86.1,84.8,91.21,64.7,15.7,16.04,15.46,21.57,13.61,12.51,10.51,9.56,12.03,7.41,9.17,6.54,21,16.3,12.8,18.9,14.3,11.1
87.65,85.65,92.01,64.38,15.29,15.64,15.15,21.47,17.87,15.44,13.32,11.37,15.39,8.82,11.76,7.94,20.8,15.5,12.9,18.8,13.6,11
88.64,86.55,93.2,65.12,14.74,15.03,14.68,20.41,20.93,17.23,14.19,12.47,16.82,9.82,12.46,8.77,18.3,14.2,11.3,16.8,11.8,9.4
88.81,87.82,92.98,64.65,13.73,13.81,13.8,19.71,19.97,15.08,12.88,10.21,15.59,8.2,11.34,7.09,18.4,13.7,11,16.2,11.5,9.1
89.5,88.27,92.36,64.06,13.27,13.38,13.34,19.22,16.79,12.14,11.27,9.39,13.82,6.95,9.8,6.35,19.3,13.7,11.9,16.4,11.3,9.7
88.44,86.76,90.95,64.59,13.16,13.29,13.15,18.55,12.98,12.73,10.33,10.16,11.24,7,9.16,6.58,19.3,13.3,11.5,15.9,10.8,9.2
85.34,84.09,87.84,63.3,13.7,13.98,13.58,18.87,10.88,10.69,9.05,9.24,9.54,6.12,7.79,5.85,19.8,12,11,16.2,9.8,8.8
79.3,78.79,80.68,61.71,15.41,15.81,15.29,19.7,9.18,9.64,7.87,8.38,8.07,5.26,6.65,5.21,18.8,10.2,8.4,15,7.8,6.4
67.18,67.51,68.49,60.43,18.17,18.73,18.03,20.35,5.97,6.1,5.57,5.82,5.12,3.51,4.3,3.38,24.5,9.3,7.9,13,5.2,4.3
56.43,58.14,54.74,55.86,19.71,19.93,20.47,20.54,4.01,3.9,3.66,4.11,3.27,2.28,2.7,2.15,27,9.3,8.2,12.5,4.6,4
52.09,54.11,50.88,53.39,20.61,20.74,21.03,20.72,3.42,3.17,3.19,3.61,2.93,1.99,2.36,1.92,23.6,7.3,8.6,11.3,3.8,3.3
46.34,48.02,42.1,43.98,21.72,22.03,23.75,24.11,2.86,3.31,2.36,2.68,2.16,1.45,1.73,1.23,34,7.8,8,11.2,3,2.6
41.73,43.88,36.33,38.05,22.37,22.5,25.12,25.54,2.3,2.37,2.2,2.36,1.6,1.1,1.3,0.94,28.8,7.4,7.5,9.9,2.8,2.2
40.13,42.42,34.21,37.25,22.86,22.96,26.04,25.85,1.84,2.61,2.02,2.16,1.5,1.06,1.28,0.85,29.5,8.8,7,10.9,2.8,2.2
37.68,40.34,32.9,36.41,24.81,24.72,26.77,26.36,2.11,2.85,2.33,2.42,1.63,1.17,1.36,1.04,18.9,7.6,7,9,2.4,2.1
34.36,36.85,33.75,36.86,26.31,26.31,26.38,26.19,2.07,2.44,2.07,2.13,1.48,1.1,1.33,0.99,19.6,7.4,6.5,9.2,2.3,1.9
32.69,35.46,34.36,37.35,27.52,27.36,26.14,26.05,1.83,2.69,2.08,2.36,1.34,1.07,1.28,0.95,18.7,7.3,6.9,9,2.4,2
31.85,35.17,35.04,38.13,28,27.53,25.85,25.68,1.89,2.74,2.15,2.15,1.39,1.04,1.26,0.92,21.1,7.3,6.8,9.9,2.9,2.2
33.5,37.13,40.13,43.32,28.55,27.97,24.74,24.51,1.99,2.74,2.81,2.98,1.55,1.23,1.51,1.13,27.6,7.4,5.5,11,2.7,1.7
33.79,36.5,38.59,41.75,26.86,26.65,24.86,24.69,1.97,2.36,1.98,2.41,1.36,0.96,1.24,0.92,24.1,9.5,6.8,10.6,3.5,2
37.88,40.89,39.84,43.11,24.59,24.25,24.02,23.73,2.3,2.36,1.87,2.48,1.61,1.11,1.36,1.03,32.8,10.3,8.6,11.9,4.9,3
42.13,45.4,43.37,46.39,23.21,22.88,23,22.7,2.18,3,2.54,2.83,1.61,1.13,1.51,1.14,17.8,20.3,7.8,9.3,9.1,3.3
49.94,53.72,51.58,54.48,21.63,21.24,21.38,21.08,2.65,3.4,3,3.78,2.12,1.47,1.8,1.49,12.4,7.4,5.3,9.6,5.2,3.4
63.29,65.98,66.32,64.24,19.34,19.41,18.73,22.43,3.24,3.04,2.57,3.01,2.49,1.63,1.92,1.43,13,13.2,4.8,10.8,10.1,3.5
74.72,76.49,78.13,62.75,18.11,18.32,17.34,23.55,5.3,5.14,4.59,4.61,4.3,2.75,3.07,2.2,13,10.8,5.9,11.3,8.8,4.5
82.34,81.97,87.06,71.75,17.15,17.28,16.61,21.77,8.29,8.09,5.86,7.18,7.17,4.39,4.5,3.56,11.8,10.5,6.3,10.2,8.4,5
86.32,83.82,90.86,77.64,17.04,17.33,16.6,21.95,10.23,9.49,6.79,7.56,8.96,5.03,5.64,4.39,14.3,10.9,8,12.8,8.5,6.7
88.42,85.95,92.87,77.58,16.35,16.54,16.06,21.36,10.47,9.51,6.86,7.68,9.39,5.09,5.89,4.38,15.7,10.2,8.8,14.2,7.8,7.6
89.77,87.89,94.04,78.64,15.52,15.68,15.38,20.82,13,8.72,7.44,7.15,11.52,5.26,6.6,4.77,14.3,9.5,8.3,12.9,7.2,6.9
88.77,88.53,93.17,78.36,14.95,15.05,14.74,20.61,13.95,8.39,7.21,6.37,12.36,4.85,6.38,4.1,14.5,11.5,7.1,12.8,8.8,5.9
88.97,87.15,94.23,77.67,15.53,15.9,15.06,20.83,12.11,7.87,6.07,5.76,10.89,4.89,5.35,3.94,13.7,9,6.9,12.3,6.6,5.8
81.54,79.5,91.85,72.52,17.5,18.06,17.03,22.43,5.02,4.54,3.82,4.05,4.54,2.79,3.2,2.5,15.5,7.1,6.1,13,5.3,5
69.81,69.1,84.2,67.14,20.32,21.07,19.92,25.36,3.77,3.55,3.24,3.19,3.43,2.08,2.62,1.95,16.2,10.5,6.4,11.8,8,4.6
65.86,65.84,68.82,57.44,20.8,21.39,22.96,25.43,5.3,5.03,3.08,4.86,4.77,3.09,2.81,3.37,17.6,11.7,8.1,13.5,8.4,5.5
,,56.77,54.86,,,25.73,26.99,7.6,6.99,,7.23,6.82,4.51,,5.13,19.6,11.4,8.8,14.7,7.8,5.7
,,50.69,53.37,,,27.6,27.99,7.08,7.03,,6.29,6.43,4.42,,4.95,19.3,10.7,8.8,14.7,7.3,5.9
,,48.48,48.42,,,28.34,29.68,6.93,6.34,,6.09,6.26,4.1,,4.48,22.7,11.9,9.8,15.4,8.4,6.6
,,54.55,56.58,,,25.92,26.12,7.8,7.8,,7.88,7.13,5.1,,5.87,26.1,11.2,8.4,15,8.2,5.1
47.52,50.28,49.24,51.26,28.53,28.57,28.42,28.83,6.82,6.7,5.85,6.43,6.13,4.43,5.18,4.77,30.1,9.6,6.8,15.2,6.9,4
41.01,44.2,40.79,43.59,30.02,29.99,30.55,30.48,4.83,4.89,4.46,5.13,4.37,3.26,3.9,3.34,28.5,9.2,,15.8,6.4,
36.05,39.79,46.47,43.67,32,31.66,29.64,29.96,4.32,4.33,4.16,4.42,3.95,3.01,3.56,3.15,34,12.1,,18,7.8,
42.95,47.11,65.19,51.91,28.51,28.08,26.34,26.67,5.31,5.66,4.88,6.29,4.74,3.72,4.11,3.97,27.7,12.4,,14.5,8.5,
40.2,45,61.16,53.5,31.49,30.98,26.56,26.98,5.15,5.53,4.79,5.72,4.63,3.53,4.09,3.8,20.7,11.3,,15.2,7.3,
36.36,40.64,47.34,49.86,31.47,30.85,27.67,27.68,4.83,5.74,4.55,4.8,4.31,3.31,3.77,3.39,31.5,18.4,,16.7,11.4,
47.19,51.18,58.26,62.65,26.97,26.48,24.78,25.94,7.96,8.86,7.7,8.75,6.99,5.05,5.56,5.24,19.4,12.7,,13.7,8.6,
77.77,76.81,77.55,70.01,19.11,19.12,19.74,24,9.12,10.47,8.22,9.97,5.24,3.84,3.52,3.21,16,13,,12.4,8.8,
81.77,79.06,88.11,77.49,18.71,19.05,18.15,22.71,7.72,8.32,7.73,7.8,4.47,3.07,3.49,2.67,14.2,16,,11.3,11.2,
83.9,82.26,90.43,77.9,18.37,18.6,17.77,22.83,9.6,10,9.51,10.33,5.96,3.83,4.39,3.63,17.8,15.3,,14.7,11.4,
89.02,86.3,92.25,78.41,17.46,17.61,17.24,22.73,11.84,10.91,8.98,8.95,8.3,4.67,5.63,4.05,18.7,18,,15.5,13.6,
89.35,87.65,93.45,77.41,17.03,17.16,16.81,22.56,17.78,15.04,12.22,11.78,13.55,7.12,8.78,6.28,22.3,21.1,,19.2,15.8,
90.88,88.23,94.65,77.43,16.6,16.8,16.4,22.09,19.6,13.47,13.4,12.48,16.14,7.35,10.08,7.15,24.3,22.1,,21.2,16.7,
,,,,,,,,,,,,,,,,25.2,18.5,,21.5,13.7,
,,,,,,,,,,,,,,,,27.6,21.3,,23,15.4,
,,,,,,,,,,,,,,,,29.8,23.4,,24.7,17.1,
,,,,,,,,,,,,,,,,33.2,22.9,,25.9,17.3,
,,,,,,,,,,,,,,,,32,23.3,,24.2,17.4,
,,,,,,,,,,,,,,,,34.6,24.6,,23.8,18.2,
,,,,,,,,,,,,,,,,34.5,24.7,,18.2,18.3,
,,,,,,,,,,,,,,,,37,16.7,12.4,21.2,11.2,7.8
,,,,,,,,,,,,,,,,32.2,18.5,15.3,21.4,12.9,11.3
58.06,59.86,63.78,59.66,25.33,25.43,23.53,25.44,13.03,13.89,12.44,14.31,11.83,9,10.32,9.75,33.3,17.6,14.1,21.3,13.8,10.6
54.55,57.27,59.25,60.11,25.49,25.46,24.05,24.23,13.92,14.57,13,15.37,12.61,9.6,11.68,11.17,35.6,21,16.1,24.2,15.5,13.2
55.68,58.43,63.45,60.52,24.81,24.7,22.55,24.34,19.26,19.59,18.16,21.67,16.63,12.8,15.42,14.6,33,19.4,13.8,23,15.7,11.9
55.74,58.47,63.87,60.54,23.96,23.87,21.64,22.96,15.27,16.25,14.08,17.98,13.34,10.22,12.35,11.85,36.2,17.6,14.4,24.8,13.9,12.1
54.2,57.24,62.57,59.99,23.63,23.4,21.25,22.75,11.37,12.23,10.44,12.06,10.29,7.93,8.88,8.4,31.8,19.2,14.5,23.7,14.2,12.1
47.96,52.62,61.45,59.08,25.56,24.84,20.84,21.9,7.94,8.99,6.77,8.03,7.26,6.35,6.11,6.25,31.8,15.7,15.1,21.8,12.9,13.1
53.51,58.12,66.7,60.61,21.94,21.29,18.73,21.33,10.09,10.95,8.36,9.91,9.11,7.14,7.29,7.15,38,16.8,16.7,26.2,14.3,14.8
63.77,65.5,70.95,61.77,18.67,18.86,17.55,20.93,17.71,17.15,15.05,17.73,15.35,11.02,13.06,12.2,27.4,19.4,12.9,20.8,16.5,9.9
72.49,71.57,74.87,62.87,16.95,17.29,16.71,20.68,14.53,15.18,13.25,14.34,11.04,7.47,9.24,7.43,31.8,17.9,17.7,24.3,14.6,14.2
78.75,76.68,79.03,63.61,15.98,16.32,15.9,20.54,26.15,25.13,23.18,24.69,17.73,11.83,14.67,11.6,26.5,18,16.7,21.3,14.4,13.9
81.39,78.83,81.83,62.35,15.58,15.9,15.46,21.05,16.71,17.16,14.56,14.63,11.97,7.57,9.56,6.83,27.5,19.3,16,20.7,14.6,12.6
83.01,79.78,82.76,61.46,15.31,15.73,15.36,20.4,21.41,20.31,19.38,20.2,14.36,9.67,11.92,9.08,22.1,18.7,16.3,16.9,13.3,11.9
81.35,78.75,80.68,63.33,14.96,15.39,15.08,19.36,22.55,21.89,21.97,22.36,15.43,10.5,14.07,10.87,22.2,15.8,12.3,16.8,11.3,8.9
80,77.84,79.88,60.44,14.75,15.16,14.79,18.8,20.12,18.4,19.39,18.78,15.34,9.96,13.91,10.33,22.4,13.7,14.3,18.2,10.4,10.9
80.2,77.86,80.15,64.77,14.71,15.16,14.67,19.28,11.31,11.97,10.79,11.37,8.78,5.55,7.33,5.44,20.2,15,11.8,16.4,11.2,9
81.12,78.38,81.22,60.62,14.57,15.05,14.55,20.1,10.83,12.43,11.08,10.16,7.98,5.54,7.48,5.21,18.5,14.9,11.1,15.3,11.1,8.8
83.24,79.63,82.4,60.67,14.25,14.79,14.33,19.97,13.22,12.98,12.11,12.38,9.45,6.36,8.28,6.14,21.8,16.6,11.7,17.2,12,9.7
86.11,81.69,84.48,62.21,14.01,14.54,14.04,19.87,16.09,15.87,14.91,13.44,11.52,7.41,9.97,6.96,24,14.8,10.2,19.8,11.9,8.9
89.06,83.65,87.11,63.68,13.96,14.51,13.91,19.89,16.9,16.98,13.8,13.35,12.59,8.24,10.08,7.39,22.3,14.4,10.5,18,12.1,9.1
91.07,84.43,89.11,64.02,13.86,14.48,13.87,19.79,20.96,19.74,16.22,15.73,14.46,9.49,11.47,8.47,36.2,15.9,13.7,26.9,12.8,11.2
87.02,82.05,88.01,61.56,14.56,15.28,14.47,20.39,18.06,17.81,15.74,17.29,12.23,8.56,10.99,8.73,40.5,15.4,18.4,30.3,12.5,13.4
83.22,79.29,84.57,61.08,15.2,15.92,15.19,19.34,17.85,17.41,16.81,17.11,12.44,8.3,11.07,8.75,42.3,12.5,18.1,31.4,10.4,13.2
78.49,75.83,80.53,61.59,16.18,16.87,16.15,19.4,12.55,13.26,11.93,13.17,9.27,6.35,8.48,6.95,35.6,12.9,16.8,26.2,10.2,12
74.94,72.88,77.14,62.01,17.01,17.77,16.97,20.04,11.57,12.22,10.71,12.02,8.83,5.93,7.62,6.41,33.9,10.9,14.3,22.5,8.9,10.8
70.46,68.91,73.52,58,18.15,18.96,18.22,20.64,11.75,12.34,11.04,12.23,9.09,6.09,8.06,6.67,38.9,11.6,13.9,23.7,8.6,9
63.19,62.42,63.83,57.57,20.19,20.96,21.1,21.75,10.32,11.12,9.9,10.97,8.09,5.48,7.32,6.2,36.9,10.6,14.6,21.8,7.8,9.1
59.04,59.74,61.92,58.92,21.35,21.83,21.13,21.6,8.77,9.26,8.07,9.05,7.36,4.89,6.59,5.67,37.4,9.6,14.3,19.6,7,8.8
61.05,61.59,62.74,61.61,20.78,21.24,20.8,21.22,8.77,9.27,8.2,9.17,7.49,5.02,6.7,5.58,37.4,10.6,14.6,20.7,7.8,8.7
62.4,62.24,64.93,58.78,21,21.65,20.73,22.66,7.82,8.64,7.67,8.8,6.77,4.72,6.03,5.23,38.7,11,16,22.1,8.3,9.2
64.21,63.82,66.38,60.46,20.55,21.18,20.26,22.29,9.14,9.3,8.41,9.47,7.25,4.83,6.21,5.24,28.9,10.5,14.3,17.5,8.3,8.6
64.48,64.34,68.1,63.93,20.84,21.43,20.02,22.44,6.36,6.53,5.55,6.13,5.6,3.89,4.53,3.94,21.1,10.6,11.2,16.8,8.8,8.7
74.13,72.52,78.4,62.8,18.86,19.33,18.15,23.94,8.44,9,6.99,7.57,7.56,5.42,6.17,4.99,24,11.5,10.4,17.9,9.4,8.7
76.05,74.29,79.8,60.27,18.52,18.97,18.15,23.77,9.31,9.38,8.1,8.38,8.25,5.4,7.09,5.38,25.5,14.6,13.4,19.7,12.3,10.2
77.21,75.31,79.62,62.69,18.39,18.86,18.08,21.88,10.39,11.48,9.2,10.34,9.19,6.28,7.82,6.5,20.9,14.6,15.4,17.8,11.4,12.7
80.15,77.59,82.95,65.21,17.91,18.34,17.52,22.59,10.65,11.28,8.68,8.83,9.47,6.44,7.43,5.72,22.7,14.2,13.5,18.7,11.1,11
81,78.38,83.56,64.35,17.48,17.9,17.16,21.77,9.79,9.37,7.79,7.79,8.51,5.78,6.37,4.85,18.7,12.2,11.9,15.7,10,9.4
86.05,81.9,87.99,65.96,16.67,17.11,16.31,22.07,11.04,11.05,7.63,8.18,9.83,6.52,6.6,4.95,18.6,12,10.9,16,9.9,8.9
88.85,83.4,91.47,66.99,16.26,16.74,15.83,21.45,11.43,11.09,7.91,8.35,10.11,6.75,6.81,5.2,19.1,12.9,11.7,16.7,10.6,9.3
89.24,83.92,92.67,64.75,16.17,16.64,15.74,21.94,11.67,11.14,8.47,8.24,10.22,6.62,7.16,5.12,22.2,15,15,19.4,11.5,11.9
