NAM 1 Hum,NAM 2 Hum,NAM 1 Temp,NAM 2 Temp,Luftdaten Hum,Luftdaten Temp,Luftdaten PM10,Luftdaten PM2.5,Reference PM10,Reference PM2.5
42.28,45.48,19.68,19.08,56.3,18.8,8.02391304347826,3.46260869565217,32,14.5
46.94,48.95,18.55,18.22,62.05,17.72,6.67458333333333,2.695,26.3,12.9
53.16,54.1,17.07,17.06,72.6,16.07,5.3995652173913,2.35565217391304,26.8,11.8
61.62,61.22,16.04,16.1,84.13,15.17,6.38291666666666,2.98833333333333,21.7,10.8
63.49,64.89,15.59,15.25,89.74,14.35,8.24958333333333,3.87833333333333,21.4,11.5
65.5,68.14,15.03,14.42,92.38,13.54,9.22913043478261,4.50869565217391,19,12.6
65.71,67.25,14.05,13.78,92.66,12.69,7.54041666666666,3.86791666666666,15.9,12.3
67.22,69.44,13.68,13.24,93.77,12.15,5.61041666666666,3.53916666666666,13.4,10.9
69.24,72.66,13.81,13.18,94.83,12.48,7.43521739130434,4.21434782608695,12.2,10.2
70.16,72.38,14.07,13.59,94.74,12.86,7.26875,4.5275,13.8,11
68.78,70.81,14.55,13.98,93.53,13.57,8.87708333333333,4.42708333333333,13.9,11.2
66.32,69.16,15.24,14.48,91.51,14.3,11.9195652173913,5.58826086956521,14.4,11.6
62.64,66.36,16.43,15.42,85.47,16.13,13.4608333333333,6.1275,20.5,15.3
57.87,61.51,17.9,17.31,77.72,17.8,11.525,5.97291666666666,39.9,18.3
51.67,52.99,19.56,19.85,48.02,26.33,11.1543478260869,5.52130434782608,35.9,17.2
50.45,52.28,19.1,19.01,48.51,23.04,6.98624999999999,3.69708333333333,35.3,15.9
47.43,50.53,20.03,19.48,51.42,21.62,8.07695652173913,3.84217391304347,26,13
46.23,50.15,20.27,19.59,54.58,19.99,11.8479166666666,5.78416666666666,28,13.9
41.06,43.29,21.5,21.32,51.32,21.03,7.54043478260869,3.30521739130434,35.5,14.1
36.57,39.53,23.03,21.63,45.64,22.04,5.20958333333333,2.42666666666666,35.6,14.4
31.15,34.62,25.32,23.55,45.24,21.9,7.29666666666666,2.63333333333333,27.6,11.5
30.24,36.48,26.37,22.64,46.13,21.77,7.42565217391304,2.86521739130434,28.1,12.1
29.15,36.59,26.25,22.27,44.76,22.25,5.83749999999999,2.54583333333333,32.5,12.9
31.85,37.68,24.51,21.61,46.15,21.47,6.97869565217391,2.64826086956521,27.8,11.7
34.79,39.77,22.84,20.87,48.27,20.5,5.75833333333333,2.44958333333333,29.2,12.4
39.37,41.94,20.9,20.16,51.33,19.66,12.1729166666666,3.24166666666666,25.3,11.8
44.86,45.65,19.26,19.32,57.09,18.45,12.1208695652173,3.55565217391304,44.7,16.1
49.87,50.56,18,17.87,63.74,17.42,10.9699999999999,4.15708333333333,41.8,16.4
53.81,54.35,16.92,16.92,70.78,16.32,8.55217391304347,4.34782608695652,44.4,16.6
56.86,58.6,16.58,16.05,74.91,15.84,9.93625,5.18124999999999,25.8,14.6
60.96,63.76,15.99,14.57,78.34,15.35,11.9391666666666,5.84125,25.2,15.1
63.9,67.37,14.81,13.36,85.36,14.21,11.5908695652173,6.17086956521739,26.6,15.4
66.42,70.5,14.14,12.59,91,13.05,12.9491666666666,7.81625,21.5,15.4
66.74,70.47,14.13,13.48,92.83,12.46,15.8891666666666,9.69666666666666,25.6,19.1
66.02,68.84,14.58,13.92,92.61,13.01,14.3395652173913,8.65521739130434,28.4,20.9
59.22,62.27,16.55,15.84,86.21,15.23,17.9366666666666,8.05166666666666,28.4,20.9
52.67,57.64,18.61,17.51,71.04,18.2,19.2725,6.54625,46.2,24
43.57,45.06,21.64,21.55,39.87,29.02,11.7491304347826,4.88695652173913,62.4,23.6
34.41,35.13,24.37,24.53,27.65,34.51,10.6345833333333,4.23958333333333,52.2,17.3
31.3,31.59,25.52,25.73,26.05,35.63,6.43043478260869,3.59565217391304,44.9,13.7
27.6,28.34,27.22,27.18,27.27,32.95,8.17208333333333,3.9375,31.3,11.7
26.99,27.26,26.57,26.94,31.91,28.13,7.91826086956521,4.18478260869565,37.2,12.6
26.11,28.2,27.38,26.8,32.75,27.38,8.15333333333333,3.59125,32.6,12.3
24.72,26.83,28.19,27.2,33.31,26.51,6.68173913043478,3.66347826086956,34.9,12.3
22.8,26.35,29.94,27.86,32.88,26.64,7.13125,3.51541666666666,29.2,11.9
19.09,24.73,32.84,28,32.09,27.2,7.05652173913043,3.56608695652173,29.8,12
23.15,28.25,29.33,26.15,34.06,25.83,7.46,3.8375,27.5,12.1
27.66,32.76,27.15,24.9,38.23,24.49,9.24478260869565,3.81652173913043,29.9,12.6
37.48,38.31,22.86,22.59,44.88,22.56,5.0675,3.02583333333333,35.8,13.1
40.98,42.23,21.84,21.48,49.55,21.3,5.32791666666666,3.05875,16.8,10.7
46.32,48.18,20.31,19.56,53.26,20.2,6.54304347826087,3.6,14.8,10.8
52.32,56.89,18.6,16.83,55.85,19.47,8.37583333333333,5.055,16.5,12
56.2,60.62,17.65,15.93,60.44,18.62,9.10304347826087,5.11043478260869,23.5,14.7
59.07,64.02,17.1,15.26,65.67,17.84,10.3766666666666,5.89583333333333,25,15.3
61.03,66.46,16.32,14.6,70.07,17.22,14.2920833333333,5.89041666666666,25.4,16.4
63.5,69.04,15.74,13.84,74.98,16.57,36.1382608695652,7.77695652173913,38.8,18.3
65.56,70.88,15.2,13.54,80.75,16.03,14.9195833333333,6.27291666666666,128,31.8
67.58,72.11,15.06,13.54,83.31,15.89,18.4822727272727,7.14227272727272,46.2,20.5
66.87,72.05,16.24,14.79,82.39,16.57,18.3568181818181,8.33909090909091,53,22.2
60.03,66.41,18.74,17.75,68.76,18.96,12.3858333333333,7.00666666666666,54.3,24.4
57.23,63.2,19.9,18.7,64.42,20.03,14.4447826086956,7.12565217391304,33.7,19.3
52.64,58.49,21.24,19.96,61.62,20.52,17.0225,7.48208333333333,46.2,20.7
46.97,51.41,22.01,21.06,57.26,21.67,12.0741666666666,6.17291666666666,53.2,20.8
46.53,51.57,23.22,21.82,59.28,21.63,8.87739130434782,5.84608695652174,37.5,17.1
43.06,47.05,24.34,23.41,50.13,25.18,7.95374999999999,5.10458333333333,27.6,15.9
37.02,37.31,25.07,26.33,41.72,26.58,7.14583333333333,4.38708333333333,32.7,14.1
45.6,45.72,23.34,23.7,68.55,20.99,9.68347826086956,5.12869565217391,25.7,11.7
58.65,62.91,20.89,20.02,77.98,20.03,10.01625,5.34583333333333,32.9,16.5
51.87,56.12,21.83,20.77,73.16,20.79,7.70083333333333,4.37583333333333,25,14.8
49.5,53.44,21.61,20.36,69.53,20.15,6.51652173913043,3.88826086956521,22.3,13.3
48.43,50.84,20.83,20.13,64.88,20,5.30041666666666,2.74958333333333,23.1,13.9
51.33,54.28,20.38,19.49,70.53,19.29,6.47782608695652,3.21826086956521,26.2,12.6
59.46,62.85,19.81,19.08,82.31,18.75,11.5145833333333,6.09541666666666,27.2,13.4
61.01,65,19.66,18.7,85.8,18.52,12.4058333333333,6.62833333333333,27.6,18.3
64.07,67.74,18.54,17.53,85.46,17.72,10.5965217391304,5.89869565217391,30.2,20.6
65.42,69.13,18.22,17.19,87.1,17.44,11.9041666666666,7.03625,29.9,17.7
66.57,70.48,17.44,16.28,89.83,16.7,13.8560869565217,8.56565217391304,30.7,19
69.45,72.47,16.68,16.06,93.17,15.54,14.3079166666666,9.655,28,20.7
71.6,73.15,16.55,15.71,93.83,15.58,14.3075,9.81541666666666,28.6,21.4
68.14,72.55,16.97,16,91.3,16.28,9.54416666666666,6.61541666666666,28.1,21.5
68.62,71.17,16.45,15.98,90.91,15.79,8.41565217391304,5.82782608695652,22.2,16.7
69.12,70.79,15.77,15.47,91.19,15.26,8.18875,5.06375,20.1,15.2
68.16,70.64,15.87,15.31,89.67,15.23,6.60958333333333,3.55791666666666,19.7,14.9
65.5,67.04,16.32,16.06,85.43,16.01,5.89565217391304,3.15,18.4,13
,62.41,,17.63,77.07,18.19,6.19375,3.66791666666666,18.8,11.5
,56.39,,19.25,52.98,24.36,6.18708333333333,3.7875,20.6,11.9
,45.16,,21.35,36.94,28.56,7.62739130434782,3.20260869565217,18.8,11.3
,36.84,,23.11,33.12,28.78,5.62916666666666,2.69375,22.4,10.5
,36.31,,24.19,33.13,29.53,4.42666666666666,2.90833333333333,20.8,9.7
,34.04,,25.53,39.53,24.83,5.08695652173913,2.63565217391304,24.6,10
35.04,32.73,22.7,24.8,38.19,24.03,4.93875,2.61499999999999,25,9.8
28.53,28.46,24.72,25.7,35.23,23.97,3.65347826086956,2.36434782608695,26.8,10
24.81,26.53,26.58,25.61,33.88,23.95,5.51749999999999,2.36125,20.6,9
20.4,24.01,27.57,25.21,31.07,23.61,4.41333333333333,2.11416666666666,24,9.3
17.49,23.61,30.06,24.96,32.96,23.57,5.03695652173913,2.50521739130434,22,9.3
24.52,28.18,25.82,23.79,34.56,24,4.94291666666666,2.44958333333333,30.9,10.3
28.47,29.96,23.06,22.73,35.17,22.97,3.77608695652173,2.22608695652173,15.8,8.8
34.03,34.99,21.33,21.08,42.17,20.86,4.53166666666666,2.57916666666666,16.3,8.9
39.7,40.54,20.07,19.74,48.18,19.72,4.20416666666666,2.62083333333333,19.5,10.5
44.66,45.61,18.96,18.72,52.36,18.76,4.40130434782608,2.52,15.3,9.9
45.89,48.68,17.89,17.05,52.4,17.79,4.39875,2.27,14,10
45.53,48.7,17.02,16.16,51.88,16.84,3.1691304347826,1.75478260869565,15.5,9.8
46.52,49.73,16.14,15.16,54.27,16.04,3.7875,2.0725,10.9,8.6
50.83,52.78,15.59,14.77,62.9,15.25,3.18916666666666,1.7675,11.6,8.6
54.87,56.81,14.87,14.14,69.39,14.58,3.51695652173913,1.76304347826086,12.4,8.6
58.29,59.82,14.34,13.68,76.13,14.04,4.19166666666666,2.13291666666666,10.7,8.3
60.84,62.29,14.51,13.8,80.01,13.95,4.52499999999999,2.38791666666666,13.4,9
58.67,60.41,15.87,15.42,81.94,14.26,6.13043478260869,2.79260869565217,16.1,9.9
55.28,55.91,17.52,17.58,75.06,16.48,6.59791666666666,2.9525,22.8,11.8
,46.91,,20.7,40.22,27,7.51583333333333,4.18458333333333,27.9,12.7
,37.98,,23.05,31.33,29.66,7.03347826086956,2.98260869565217,36.4,14.5
,33.02,,24.65,26.97,32.98,6.80249999999999,3.08041666666666,35.7,12
,31,,25.01,29.8,28.77,6.49565217391304,2.75043478260869,38.3,12.3
,28.19,,25.83,33.63,25.08,4.87583333333333,2.5625,26.8,10.3
,26.06,,27.03,33.7,24.58,5.58,2.60043478260869,23.5,10
,27.65,,25.35,33.9,24.6,5.77124999999999,2.76416666666666,26.3,10.3
,28.89,,25.03,33.99,24.86,8.265,3.35,24.5,10.5
,28.73,,25.23,34.33,24.66,6.68217391304347,2.93739130434782,35.2,12.3
,26.41,,25.54,33.4,24.78,6.635,2.83,32.6,11.4
,27.67,,24.7,33.22,24.48,7.79391304347826,3.30565217391304,29.9,11.3
,31.55,,23.06,34.08,23.74,6.35999999999999,2.83916666666666,31.1,11.6
,32.74,,21.83,37.45,22.13,8.21478260869565,2.96565217391304,30.8,11.8
,39.91,,19.26,41.56,20.44,10.91125,3.66708333333333,37.8,12.7
,45.3,,17.68,43.07,19.81,8.61875,3.22625,45.3,15.1
,47.82,,17.25,45.65,19.12,10.5047826086956,3.86739130434782,36.1,13.9
,52.08,,15.63,53.18,17.32,10.88875,4.25375,37.1,15.9
,56.92,,14.28,57.78,16.24,16.9539130434782,4.94130434782608,44.8,19.2
,55.33,,14.47,58.71,15.74,10.15375,4.25583333333333,73.1,21.9
,47.75,,15.95,58.58,15.3,8.95333333333333,5.04916666666666,31.7,15.9
,55.17,,14.94,74.92,13.94,14.3552173913043,8.31304347826087,28.2,16.4
,64.27,,14.94,88.72,13.6,20.3654166666666,11.3554166666666,39,20.2
,64.84,,15.77,86.37,15.33,17.905,10.42375,35.6,24.3
,61.99,,16.71,79.03,17.06,17.0239130434782,9.31391304347826,29.8,21.3
47.89,55.07,21.47,18.96,56.27,22.8,11.5012499999999,6.82125,43.9,21.8
44.44,50.06,21.78,19.31,56.97,20.44,13.5778260869565,7.42608695652174,38.4,17.6
41.77,46.53,20.68,18.77,56.28,18.78,12.3683333333333,7.08875,46.5,19.2
42.15,45.81,20.1,18.66,55.95,18.37,10.4060869565217,5.29652173913043,35.1,17.4
40.86,44.76,20.13,18.59,55,18.69,10.39875,6.1075,42.5,18.7
39.14,42.83,20.41,18.99,52.13,19.38,12.65,6.0825,36.6,19.6
,,,,,,,,39,19.6
,,,,,,,,37.2,19.4
44.54,48.3,20.35,19.1,59.81,18.71,10.565,4.0835,40.4,19.7
44.6,50.12,21.17,19.28,62.76,18.99,9.86208333333333,4.41041666666666,39.7,16.1
48.44,53.53,20.44,19.01,67.37,18.73,9.45043478260869,4.6,38.8,15.9
65.67,73.37,17.6,16.18,93.59,15.52,18.2616666666666,10.99,30.4,15
71.13,77.91,16.98,15.92,96.46,15.47,18.4860869565217,11.7430434782608,22.8,17.6
73.08,78.89,16.11,15.4,97.51,14.8,14.0154166666666,9.04583333333333,22.6,18.1
74.33,79.59,15.64,14.93,97.87,14.3,9.61347826086956,6.63347826086956,18,15
74.65,81.38,15.97,14.95,98.36,14.25,9.77,6.54541666666666,13.8,12.3
76.56,82.33,15.79,14.88,99.41,14.04,13.3773913043478,9.10304347826087,12.7,11.6
76.9,83.27,15.82,14.81,99.9,14.08,16.9395833333333,11.3591666666666,14.4,12.7
77.05,83.54,15.9,14.86,99.9,14.07,19.3908333333333,13.5008333333333,16.3,14
77.78,83.77,15.34,14.49,99.9,13.61,16.5182608695652,10.9830434782608,17.8,15
78.42,83.73,15.01,14.37,99.9,13.53,19.1895833333333,12.1045833333333,17.8,14.1
77.8,83.55,15.46,14.55,99.85,13.85,18.77875,12.235,21.8,16.3
75.17,81.52,16.28,15.01,98.67,14.45,20.2165217391304,13.0291304347826,24.7,18.2
72.79,80.08,16.74,15.36,97.38,14.79,23.5678260869565,16.2195652173913,28.5,21.1
71.97,79.89,17.1,15.52,97.64,15.03,26.3820833333333,19.45,31.1,23.4
63.4,71.87,19.79,17.61,89.9,18.46,18.2147826086956,13.2060869565217,33.5,25.7
57.45,67.05,20.39,17.97,82.08,19.11,10.7554166666666,7.43625,35.2,26.3
61.54,67.88,19.17,17.76,83.5,18.71,7.18260869565217,3.48695652173913,34,22.5
59,65.66,19.84,18.61,81.08,19.85,4.47739130434782,2.1491304347826,22.2,15.2
51.53,52.75,21.03,21.01,68.46,20.81,4.49541666666666,1.215,18.3,11.6
49.53,52.31,20.38,19.92,60.1,20.95,3.92173913043478,1.08130434782608,26.8,10
46.82,48.27,21.14,20.87,61.05,20.62,3.58041666666666,1.33583333333333,30.5,9.7
47.04,51.87,21.93,20.01,66.52,20.04,6.13826086956521,1.48565217391304,28.3,10.7
33.31,44.95,26.73,21.26,56.36,21.2,4.70875,1.54958333333333,35.9,11.3
39.64,44.83,22.21,20.5,57.13,20.2,4.41521739130434,1.53565217391304,28.1,9.9
44.53,46.55,20.41,20.01,59.14,19.78,6.08749999999999,1.79166666666666,22,10.3
47.28,48.62,19.66,19.49,63.69,18.96,6.48043478260869,2.03260869565217,25.5,11.3
48.51,49.44,18.42,18.52,65.14,17.72,7.17,2.11291666666666,32.3,11.9
48.77,50.38,17.25,17.06,63.5,16.75,5.995,1.92958333333333,29.9,11.1
51.65,54.02,16.42,15.8,66.38,15.88,7.6795652173913,2.20347826086956,26.7,10.5
55.61,59.58,15.47,14.51,73.63,14.92,6.53125,2.19875,35,11.8
61.55,63.26,14.95,14.06,84.79,14.28,4.82739130434782,2.2295652173913,23.8,10.8
66.55,67.65,14.62,14.13,90.01,13.8,5.95833333333333,3.21916666666666,14.5,9.7
69.34,70.18,14.22,13.97,92.5,13.18,9.485,5.175,12.4,10.2
70.88,71.62,13.95,13.34,94.2,12.81,13.7143478260869,7.42,14.3,11.9
71.03,73.14,14.32,13.4,94.92,12.77,16.0449999999999,7.3225,17.9,14
68.7,71.57,15.51,14.82,94.17,13.57,17.1179166666666,8.13708333333333,21.9,16.2
62.58,65.96,17.46,17.01,90.68,15.58,16.6265217391304,8.83608695652173,25.6,18.7
57.14,57.32,18.74,19.68,58.68,23.96,9.12916666666666,4.75458333333333,35.9,22.9
48.31,48.68,21.19,21.78,40.99,28.99,8.43166666666666,3.68458333333333,39.6,17.3
44.42,45.21,22.23,22.03,37.27,29.95,7.96523809523809,2.72904761904761,36.6,14.4
43.09,44.26,22.56,22.68,41.24,26.47,9.80391304347826,5.20086956521739,34.2,12.4
40.29,40.66,23.42,24.27,43.07,24.8,9.81375,6.06833333333333,30.9,12.5
38.17,37.95,23.81,24.66,43.57,24.34,5.53217391304347,2.28521739130434,29.4,11.5
34.95,35.99,24.77,24.41,43.01,23.86,6.1925,1.96791666666666,25.6,10.2
31.95,35.07,26.54,25.31,40.19,25.17,5.89217391304347,2.09,33.1,11.3
24.76,31.57,31.07,25.59,39.94,24.61,5.40416666666666,1.88375,28.3,11.2
22.53,32.84,31.75,24.51,42.59,23.55,6.66347826086956,1.9695652173913,30.9,11.1
24.57,33.47,29.3,24.12,40.78,24.28,6.24833333333333,2.20958333333333,30.1,11.3
31.97,36.66,24.06,22.75,42.54,23.11,7.60058823529411,2.19235294117647,30.4,11.8
41.05,43.84,21.36,20.36,45.91,21.49,8.915,2.7,36.9,12.5
48.75,52.39,19.12,17.83,52.44,19.59,15.9376923076923,4.36153846153846,42.9,15.2
,58.76,,16.01,61.2,18.33,17.525,5.1,49,19.9
,64.35,,14.74,69.08,17.13,18.083,5.59699999999999,67.2,25.4
,68.07,,13.87,73.79,16.46,13.4593333333333,5.264,56.5,23.1
,70.29,,13.17,77.2,15.93,11.0854545454545,4.78818181818181,46.9,21.9
,72.65,,12.49,82.83,15.14,9.92818181818182,4.73363636363636,35.7,19.3
,74.84,,12,85.11,14.65,8.07785714285714,4.59142857142857,28.7,18.3
,75.08,,11.87,85.58,14.62,9.97333333333333,4.85888888888888,23.6,17.8
,76.16,,13.1,85.46,15.67,15.021,6.96299999999999,28.2,19
,75.2,,14.66,84.16,16.38,14.605,7.45785714285714,32.2,21.5
,69.12,,17.33,75.56,17.74,10.41,5.35499999999999,37.6,23.2
,52.58,,22.19,40.89,29.17,10.6272727272727,4.76636363636363,42,19.8
,41.75,,25.09,29.47,34.74,6.473,2.80099999999999,40.7,16
,32.04,,28.11,25.88,37.14,8.3665,3.4085,39.5,13.7
,27.59,,29.35,28.5,32.54,6.55416666666666,2.74208333333333,42.1,12.9
,24.17,,29.57,29.11,29.32,9.04391304347826,3.12217391304347,35.8,12
22.55,21.47,28.31,30.01,28.6,28.99,7.28791666666666,3.05291666666666,44.7,12.9
21.37,21.45,29.85,30.1,28.65,28.94,7.67652173913043,3.12869565217391,34.9,10.8
19.35,21.73,32.11,30.13,29.04,29.05,7.4075,3.34166666666666,40.5,11.9
17.99,22.66,34,29.88,29.48,28.98,9.73608695652174,3.79260869565217,35.2,11.9
17.74,23.67,33.71,29.12,30.2,28.45,10.5083333333333,4.40541666666666,42.2,13.8
21.17,25.07,30.8,28.31,31.55,27.83,9.15333333333333,3.91958333333333,44.1,14.3
24.35,26.35,28.74,27.67,34.39,27.1,10.8708695652173,4.52739130434782,42.6,14.4
31.32,32.65,26.51,26.22,42.01,25.09,16.4670833333333,5.52791666666666,40.5,14.3
36.97,37.64,24.95,24.81,47.63,23.83,12.8521739130434,5.82608695652173,62.7,18.6
39.87,40.8,23.92,23.71,51.67,22.71,14.1525,6.32041666666666,42.5,18.6
43.48,44.4,23.17,22.98,54.49,22.28,12.0491666666666,6.28791666666666,40,20.9
46.54,47.35,22.66,22.44,57.58,21.91,13.5943478260869,6.91,50.3,24.6
50.02,52.43,22.03,21.53,64.7,21.05,14.3416666666666,8.37,49.6,21.7
53.78,55.73,21.42,20.99,71.71,20.59,13.8878260869565,9.68,42.6,21.5
60.56,64.42,20.88,20.07,88.33,19.42,16.7874999999999,13.4516666666666,38.4,22.4
66.93,71.93,20.21,18.96,92.06,19.04,16.6404166666666,13.1725,33.3,25.4
70.9,77.05,19.58,18.4,93.94,18.53,14.4047826086956,12.171304347826,28.7,22.6
68.85,76.84,20.94,19.03,93.33,19.52,19.2666666666666,15.2687499999999,24.2,20.2
62.37,72.26,22.83,20.57,85.97,21.73,18.3439130434782,14.2439130434782,32.9,26.6
52.34,63.09,25.39,23.24,50.72,30.13,12.295,10.0591666666666,35.2,26.6
43.46,50.8,27.83,26.15,36.79,35.07,10.2360869565217,8.30565217391304,32,19.6
40.21,43.86,28.5,27.47,36.81,34.13,11.6954166666666,8.80708333333333,31.4,18.6
37.34,39.24,29.34,28.86,39.07,32.45,13.2647826086956,9.37,39.8,19.9
37.76,39.68,29.3,28.63,44.73,29.28,11.555,9.06041666666666,37.3,19.9
38.01,36.73,29.22,30.23,47.1,28.64,10.7908695652173,9.27869565217391,32.5,19.3
33.76,34.66,31.21,30.48,45.14,29.11,11.8920833333333,9.43541666666666,30.9,17.9
27.64,32.25,34.38,31.29,43.3,29.56,10.1539130434782,8.57565217391304,31.8,17.7
37.82,42.21,29.67,27.56,50.47,26.72,8.87583333333333,7.08875,29.8,17.3
44.61,48.86,27.32,26.03,53.17,26.04,10.1808695652173,7.79521739130434,24.8,16.1
44.66,49.36,27.85,26.19,52.82,26.45,12.1416666666666,8.49375,22.8,18.4
41.95,45.79,28.1,26.9,51.25,26.68,8.95875,7.09416666666666,27.4,20.4
49.27,48.15,25.33,25.19,53.48,25.22,10.1486956521739,7.22434782608695,23.1,18.3
55.55,54.31,23.31,23.33,61.99,23.66,12.7687499999999,8.87083333333333,25.6,18.9
60.14,60.92,21.93,21.4,68.16,22.78,12.6604347826086,9.81608695652174,26.9,18
62.92,64,21.14,20.54,73.81,21.85,12.5270833333333,9.86249999999999,28,19.2
65.74,67.96,20.32,19.67,79.02,21.15,16.3466666666666,12.2320833333333,27.2,19.9
67.9,70.11,19.82,19.12,86.23,20.2,18.4878260869565,15.0230434782608,33.1,23.1
70.43,73.38,19.04,18.06,90.43,19.58,19.3829166666666,16.0008333333333,33.8,26.3
71.57,74.59,18.57,17.47,91.28,19.25,18.9152173913043,16.245652173913,33.6,27.6
72.25,75.75,18.16,17.04,92.51,18.71,20.9875,18.4441666666666,31.9,27.5
72.68,76.57,18.46,17.46,92.71,18.71,21.43,18.8291666666666,33.4,29
69.38,74.21,20.66,19.37,90.68,19.89,19.545652173913,17.0665217391304,34,29.7
61.74,66.3,23.14,21.89,81.98,22.33,15.36625,13.2304166666666,34.6,29.1
55.77,59.66,24.73,23.29,74.25,24,17.0504347826086,12.0221739130434,34.4,24.5
59.03,63.38,23.53,22.33,80.27,22.01,16.0091666666666,11.9458333333333,38.5,23.1
65.73,73.19,23.11,21.18,87.3,21.95,13.5769565217391,11.3039130434782,36.3,23
54.97,64.5,26.62,24.51,63.58,28.53,8.89625,7.30375,26,21.1
45.36,50.57,28.9,27.75,52.53,30.01,13.6186956521739,7.6091304347826,26.7,16
40.8,41.19,29.67,30.02,53.6,29.25,9.5025,6.75375,28.8,17.3
35.56,36.36,31.17,31.09,49.41,29.4,6.44458333333333,4.675,30.9,17.4
28.94,31.8,33.5,31.6,44.59,29.58,5.1,3.21818181818181,21.4,11.8
27.3,33.37,34.57,30.62,44.67,29.19,5.67166666666666,3.355,21.5,10.4
40.28,44.08,28.52,27.31,54.54,26.52,6.55217391304347,3.2291304347826,21.5,10.4
48.13,50.64,26.3,25.7,62.93,25.05,6.54291666666666,3.49541666666666,20.8,11.2
51.81,53.8,25,24.56,70.51,23.77,7.62130434782608,4.09086956521739,25.1,11.7
54.48,56.08,24.09,23.76,74.84,22.93,6.38,3.9575,22.5,12.1
57.06,57.98,23.48,23.39,78.86,22.37,7.71260869565217,4.38130434782608,20.5,11.8
59.42,60.66,23.16,23.03,82.5,22.11,8.01958333333333,5.23958333333333,23.1,12.7
62.56,63.86,22.56,22.49,87.78,21.34,9.21458333333333,6.52041666666666,21.9,13.1
64.09,64.14,21.47,21.49,87.57,20.49,7.70347826086956,5.45130434782608,21.3,14.6
62.99,63.98,20.28,20.03,84.38,19.59,4.32083333333333,2.75416666666666,19.6,13.3
64.4,66.5,19.58,18.85,86.56,18.9,4.24478260869565,2.52739130434782,17.1,10.4
66.28,68.45,19.06,18.35,90.23,18.13,5.84375,4.02333333333333,15.5,10.1
66.73,69.18,18.77,18.16,93.25,17.08,7.69391304347826,5.00391304347826,13.8,11.2
68.21,71.54,18.98,18.13,94.11,17.27,7.2595652173913,4.36086956521739,15.1,12.3
66.46,69.99,19.85,18.95,92.84,17.9,11.4660869565217,5.74869565217391,16.1,12.7
59.64,65.57,22.17,20.36,88.17,19.81,10.21625,4.89625,21.9,16.2
52.19,55.34,23.72,22.86,52.23,29.33,9.46130434782608,4.39826086956521,24,15.6
45.69,48.13,25.74,24.84,37.88,33.82,7.21041666666666,3.28583333333333,36.4,15.7
41.15,42.28,26.06,25.72,36.09,32.64,6.63304347826087,2.78521739130434,31.7,14.8
38.99,40.29,26.41,25.86,39.54,29.92,8.09695652173913,2.76608695652173,34,13.4
36.37,36.58,27.19,27.18,41.98,27.98,5.31791666666666,2.535,32.6,13.1
33.11,33.19,28.18,28.11,42.03,27.53,6.7395652173913,2.64695652173913,33.3,14.4
31.75,32.28,28.22,27.95,41.41,26.84,6.28695652173913,2.31086956521739,28.8,12
27.52,30,29.35,27.59,38.05,27.2,8.85666666666666,2.59,31,12
25.34,29.02,29.79,27.3,36.5,27.17,7.17608695652174,2.73782608695652,36.7,12.2
25.29,29.85,29.88,26.72,37.88,26.68,7.14958333333333,2.45333333333333,35.6,12.6
28.55,31.25,27.24,25.75,39.08,25.63,7.62347826086956,2.26695652173913,33.5,12.2
32.39,33.75,25.52,24.83,42.5,24.36,7.88041666666666,2.36333333333333,40,12.4
38.28,39.22,23.82,23.56,47.32,23.33,9.13217391304347,2.55521739130434,36.5,12.6
40.42,42.24,23.07,22.56,49.83,22.61,12.0679166666666,3.20666666666666,39.7,14.4
42.27,45.38,22.43,21.52,51.55,21.8,11.7278260869565,3.26826086956521,40,15.6
44.63,46.78,21.68,21.18,52.52,21.31,10.2220833333333,2.97416666666666,34.8,14.6
47.11,46.77,21.21,21.19,54.18,20.9,9.69826086956521,3.38652173913043,36.3,14.8
47.22,48.41,21.01,20.63,55.73,20.5,8.72916666666666,3.0525,29.6,14.5
49.44,52.4,20.48,19.39,58.81,20.08,8.59434782608695,3.56086956521739,28.9,14.9
54.15,57.07,19.39,18.65,62.91,19.41,6.17416666666666,3.29374999999999,35.3,15
57.32,58.3,18.5,18.09,65.62,18.77,5.28125,2.76708333333333,24.8,14
58.33,60.83,18.57,17.93,66.45,18.63,5.53695652173913,2.86521739130434,19.8,12.8
54.29,57.62,19.67,18.7,61.75,19.09,6.01375,2.40999999999999,20.3,13.1
50.51,54.17,20.27,19.16,57.4,19.39,6.81782608695652,2.31304347826086,21.5,12
48.72,52.4,20.39,19.5,55.91,19.74,24.6573913043478,4.37130434782608,25.6,11.7
45.22,49.77,21.96,20.7,52.25,21.8,11.4895833333333,3.1675,58.2,17.2
43.39,48,23.02,21.69,52.5,22.47,10.2617391304347,3.40347826086956,61.9,16.8
41.47,45.76,24.49,23.44,47.97,24.92,8.61434782608695,3.39304347826086,41.5,17.7
38.96,42.61,25.58,24.78,46.42,25.5,7.53458333333333,3.21041666666666,39.8,17
42.37,45.87,24.4,23.4,52.23,23.37,10.581304347826,4.27086956521739,38,15.7
43.5,47.11,24.23,23.24,51.22,24.07,9.74,4.53608695652173,38.2,17.3
45.73,48.82,23.6,22.81,53.69,23.31,11.1208333333333,4.70833333333333,39.5,18.3
